Geneid,GSM461177,GSM461180
FBtr0304502_df_nrg,0,0
FBgn0026598,56,62
FBti0062937,0,1
FBgn0038008,0,0
FBgn0038674,0,2
FBgn0002922,8,4
FBgn0267376,35,14
FBgn0003267,1,2
FBgn0052473,64,82
FBgn0267800,0,0
FBgn0037526,24,28
FBgn0039450,185,187
FBgn0250908,0,0
FBgn0267217,0,0
FBgn0266749,0,0
FBgn0264833,0,0
FBgn0267559,0,0
FBgn0038819,2,0
FBgn0085318,0,0
FBgn0264857,0,0
FBgn0039319,0,0
FBgn0004629,3,3
FBgn0038951,14,24
FBgn0038564,6,6
FBgn0051044,9,10
FBgn0038789,0,0
FBgn0043012,18,22
FBgn0038892,0,0
FBgn0045843,0,0
FBti0019413,1,1
FBgn0267150,0,0
FBgn0046874,0,0
FBgn0051288,0,0
FBti0059801,0,0
FBgn0038160,0,0
FBgn0039020,8,11
FBgn0267141,0,0
FBgn0015765,22,32
FBgn0004573,2,2
FBgn0045470,8,1
FBgn0038973,2,2
FBgn0010042,0,2
FBti0062364,0,0
FBgn0051115,0,0
FBgn0020647,613,569
FBgn0019637,0,0
FBgn0037491,30,16
FBgn0053920,2,2
FBgn0264712,140,132
FBgn0003721,483,435
FBgn0263597,0,0
FBgn0266465,132,126
FBgn0038452,0,0
FBgn0010441,100,125
FBgn0267687,0,0
FBgn0038632,0,0
FBgn0002306,0,2
FBgn0037781,16,8
FBgn0001169,228,206
FBgn0037241,75,84
FBgn0039083,0,0
FBgn0263399,0,0
FBgn0038494,0,0
FBgn0039002,0,0
FBgn0039114,11,5
FBti0062165,0,0
FBgn0037942,28,50
FBgn0051286,0,0
FBgn0038611,0,0
FBgn0259992,0,1
FBgn0024491,61,141
FBgn0037685,0,0
FBgn0037980,10,18
FBgn0051333,0,0
FBgn0038486,0,0
FBgn0053111,22,10
FBgn0266230,0,0
FBgn0039200,0,0
FBgn0039280,0,0
FBgn0004855,44,62
FBgn0037544,6,16
FBgn0039627,28,16
FBgn0083963,0,0
FBgn0262617,153,147
FBgn0010039,110,83
FBgn0000576,0,0
FBgn0037358,94,113
FBgn0003676,542,722
FBgn0261532,163,154
FBgn0039650,4,5
FBti0063750,0,0
FBgn0263983,0,0
FBgn0263448,0,0
FBgn0020399,0,0
FBgn0015571,0,0
FBgn0039707,0,0
FBgn0038419,0,2
FBgn0019952,173,183
FBgn0054006,2,0
FBgn0037963,112,164
FBgn0086613,168,164
FBgn0000527,14,14
FBgn0286736,0,0
FBti0062528,0,0
FBgn0013334,172,124
FBgn0263500,0,0
FBgn0038753,0,0
FBgn0261993,0,0
FBgn0037956,0,2
FBgn0039523,0,0
FBgn0027503,112,110
FBgn0265198,0,0
FBgn0015221,6,4
FBgn0039856,4,2
FBgn0042206,2,0
FBgn0037492,12,6
FBgn0005696,72,124
FBgn0005642,126,116
FBti0062081,0,0
FBgn0051546,4,11
FBti0019421,0,0
FBgn0039473,0,0
FBgn0266722,4,4
FBgn0020493,45,30
FBgn0015770,0,0
RR48335_transposable_element,0,0
FBgn0040271,96,240
FBgn0267560,0,0
FBgn0011993,0,0
FBgn0039298,0,0
FBgn0264788,0,0
FBgn0051386,0,0
FBgn0037987,0,0
FBgn0037541,296,323
FBgn0037603,47,47
FBgn0039269,48,24
FBgn0038016,292,252
FBgn0037727,0,2
FBgn0037926,230,332
FBgn0286032,0,0
FBti0020322,0,0
FBgn0266260,0,0
FBgn0027784,27,21
FBgn0038153,0,1
FBgn0250845,0,0
FBgn0286034,0,1
FBgn0037697,0,0
FBgn0039358,125,145
FBgn0037282,132,97
FBgn0011962,0,0
FBti0062101,0,0
FBgn0267146,0,0
FBgn0037514,0,0
FBgn0038529,0,0
FBgn0039186,254,219
FBgn0267820,3,1
FBgn0039108,34,26
FBgn0038523,0,0
FBtr0304496_df_nrg,0,0
FBgn0037766,0,0
FBgn0002932,21,29
FBgn0038201,0,0
FBti0019340,0,0
FBgn0261503,0,0
FBgn0047199,0,0
FBgn0037387,2,5
FBgn0284418,0,0
FBgn0003117,877,731
FBgn0037388,0,0
FBgn0262010,0,0
FBti0063749,0,0
FBgn0039357,6,12
FBgn0267771,0,0
FBti0020371,0,0
FBgn0051415,4,2
FBgn0267703,2,4
FBgn0263454,0,0
FBgn0037467,87,124
FBgn0051410,0,0
FBgn0267236,0,0
FBgn0038065,292,298
FBgn0266064,402,609
FBgn0040251,68,44
FBgn0037997,0,0
FBgn0039501,19,31
FBgn0038470,38,72
FBgn0039881,8,4
FBgn0267134,0,0
FBgn0263396,1312,1157
FBgn0260659,31,58
RR46620_transposable_element,0,0
FBgn0038734,2,0
FBgn0038860,18,40
FBgn0038273,0,0
FBgn0051119,2,5
FBgn0262422,0,0
FBgn0261065,84,108
FBgn0038360,46,46
FBgn0026616,33,40
FBti0062485,0,0
FBgn0039751,18,48
FBgn0086059,0,0
FBgn0038582,7,12
FBgn0037530,419,388
FBgn0267677,0,0
FBgn0037301,133,118
FBti0061863,0,0
FBgn0037298,165,228
FBgn0010225,1835,1420
FBgn0263995,87,62
FBgn0003890,232,226
FBgn0265998,615,679
FBgn0037590,0,0
FBgn0260942,0,0
FBgn0011904,0,0
FBgn0053340,0,0
FBgn0015577,55,48
FBgn0037809,20,20
FBgn0267750,0,0
FBgn0085329,2,2
FBgn0038241,0,0
FBgn0266389,0,0
FBgn0267865,0,0
FBgn0037227,0,0
FBti0061581,0,0
FBgn0267399,0,0
FBgn0037857,0,0
FBgn0024273,255,191
FBgn0267812,1,0
FBgn0266412,0,0
FBgn0028662,262,374
FBti0019457,0,0
FBgn0039106,0,0
FBgn0037728,286,498
FBgn0037797,0,0
FBti0061825,0,0
FBti0063174,0,0
FBgn0266282,82,44
FBgn0085462,0,0
FBgn0037493,0,0
FBti0019371,0,0
FBgn0039052,2,2
FBgn0037252,250,257
FBgn0264429,0,0
FBgn0285913,75,62
FBti0064292,0,0
FBgn0263407,0,0
FBgn0037350,9,9
FBgn0051427,0,0
FBgn0041186,72,91
FBgn0039508,308,291
FBgn0038772,40,38
FBgn0038359,0,0
FBgn0037842,29,47
FBgn0038680,98,90
FBgn0039584,0,0
FBgn0037882,18,30
FBgn0267731,7,0
FBgn0038107,0,0
FBti0062169,0,0
FBgn0039858,2900,2697
FBgn0019990,264,258
FBgn0264824,0,0
FBgn0038751,0,0
FBti0061963,0,0
FBgn0266250,0,0
FBgn0037218,278,320
FBgn0039741,72,74
FBgn0038003,0,0
FBgn0037889,0,1
FBgn0260642,0,0
FBgn0037339,127,158
FBgn0264837,0,0
FBgn0051108,38,38
FBgn0051357,55,66
FBgn0038436,0,1
FBgn0026063,0,0
FBgn0267684,0,0
FBgn0260779,39,50
FBgn0263401,0,0
FBgn0051524,0,0
FBgn0038377,0,0
FBgn0266176,0,0
FBgn0038394,0,0
FBti0060836,0,0
FBgn0284420,0,0
FBti0019446,0,0
FBgn0037565,0,0
FBti0059718,0,0
FBti0063221,0,0
FBgn0039613,319,272
FBti0061529,0,0
FBgn0039205,2,10
FBgn0041191,80,106
FBgn0267776,0,0
FBti0059786,0,0
FBgn0043455,37,23
FBgn0053721,0,0
FBgn0039859,0,7
FBgn0002631,0,0
FBgn0051158,390,335
FBti0062732,0,2
FBgn0037580,229,358
FBgn0039681,0,0
FBti0019417,0,0
FBgn0026317,122,138
FBgn0039522,0,0
FBgn0039199,0,0
FBgn0264751,34,60
FBti0062193,0,0
FBti0061553,0,0
FBgn0037477,0,0
FBgn0263024,0,0
FBgn0051075,226,344
FBgn0038131,0,0
FBgn0037365,2,0
FBti0060305,0,0
FBgn0267135,0,0
FBti0061545,0,0
FBgn0037375,7,7
FBti0019285,3,0
FBgn0287600,0,0
FBgn0261618,1591,1440
FBgn0037379,164,118
RR48407_transposable_element,0,1
FBtr0472818_df_nrg,0,0
FBgn0267125,0,0
FBgn0039235,0,0
FBgn0037753,1,1
FBgn0260860,28,28
FBgn0039495,0,0
FBgn0000281,0,0
FBgn0000439,0,0
FBti0062140,0,0
FBgn0265550,0,0
FBgn0283627,0,0
FBgn0039561,169,184
FBgn0037228,1211,1728
FBgn0041780,0,0
FBgn0263863,58,58
FBgn0263977,72,121
FBgn0262903,0,0
FBgn0038752,0,0
FBgn0038719,0,0
FBgn0037717,66,86
FBgn0039141,87,86
FBgn0038118,77,56
FBti0019389,0,2
FBgn0038612,18,18
FBgn0039475,0,0
FBgn0011745,215,222
FBgn0037469,24,39
FBgn0286977,0,0
FBgn0001077,0,0
FBgn0267566,0,0
FBgn0037255,176,187
FBti0020306,0,1
FBgn0085303,0,0
FBgn0038852,0,0
FBgn0051023,0,0
FBgn0010421,29,40
FBgn0004863,0,0
FBgn0037881,135,124
FBgn0027575,8,7
FBgn0038874,31,12
FBgn0003375,0,0
FBgn0039755,4,2
FBti0019451,0,0
FBgn0263217,0,0
FBgn0038292,1,0
FBgn0265081,0,0
FBgn0051548,58,67
RR48351_transposable_element,0,0
FBti0019303,0,0
FBgn0267723,0,0
FBgn0038189,0,0
FBgn0267155,0,0
FBgn0037283,0,0
FBgn0267705,0,0
FBgn0264985,0,0
FBgn0037242,8,10
FBgn0270927,137,114
FBgn0261704,0,0
FBgn0039429,2,0
FBti0059787,0,0
FBgn0039758,0,0
FBgn0039807,0,0
FBtr0304521_df_nrg,0,0
FBgn0261861,0,0
FBti0020362,0,0
FBgn0039709,2,1
FBgn0021776,0,2
FBgn0051321,0,0
FBgn0267803,0,0
FBti0019385,0,0
FBgn0250820,124,98
FBgn0010808,100,121
FBti0059796,4,2
FBti0019330,0,0
FBgn0265383,0,0
FBgn0038451,0,0
FBgn0005671,594,672
FBgn0051249,40,32
FBgn0262379,0,0
FBgn0054044,0,0
FBgn0053494,108,123
FBgn0283477,289,379
FBti0062370,2,0
FBgn0266237,0,0
FBgn0262604,0,1
FBgn0038302,56,50
FBti0063755,0,0
FBgn0261291,0,0
FBgn0037675,0,0
FBti0063109,0,0
FBgn0003870,224,188
FBgn0262185,0,0
FBgn0038659,122,102
FBgn0267109,1,1
FBgn0039617,0,0
FBgn0038851,2,0
FBti0059876,0,0
FBgn0262794,62,136
FBgn0039795,0,0
FBgn0265158,0,0
FBgn0039656,2,0
FBgn0037539,93,84
FBgn0003334,220,178
FBgn0038246,0,0
FBtr0445472_df_nrg,0,0
FBgn0026737,37,32
FBgn0266255,0,1
FBgn0267940,0,0
FBti0019336,0,0
FBgn0039773,58,55
FBti0059805,0,0
FBgn0003261,2214,2201
FBgn0002413,436,406
FBgn0265168,0,0
FBgn0266226,0,0
FBgn0039025,38,27
FBgn0037294,0,0
FBgn0051016,0,0
FBgn0003885,232,341
FBgn0011669,0,0
FBgn0266703,0,0
FBti0062451,0,0
FBtr0304189_df_nrg,0,0
FBgn0053341,0,0
FBgn0028647,18,24
FBgn0263353,3,4
FBgn0037229,0,5
FBgn0267105,0,0
FBti0062824,0,0
FBgn0039563,77,110
FBgn0267190,0,0
FBgn0039780,0,0
FBti0061899,0,0
FBgn0039852,4,0
FBgn0037328,2782,3089
FBgn0003015,2,0
FBgn0037448,0,2
FBgn0051128,0,0
FBgn0037654,0,0
FBgn0264828,0,0
FBgn0010282,144,185
FBgn0265063,0,0
FBtr0304397_df_nrg,0,0
FBgn0086695,26,52
FBgn0262562,5,0
FBgn0266741,0,0
FBgn0039368,0,0
FBti0019412,0,0
FBgn0026597,219,242
FBgn0038640,24,18
FBgn0037275,0,0
FBgn0267747,0,0
FBgn0053100,102,86
FBgn0046885,0,0
FBgn0028691,102,147
FBgn0262541,0,0
FBgn0037995,0,0
FBgn0267729,0,3
FBgn0039748,1,0
FBgn0051337,153,83
FBti0019462,0,0
FBgn0264431,0,2
FBgn0283439,0,0
FBgn0039459,22,28
FBgn0039428,0,1
FBgn0262362,0,0
FBgn0042111,129,91
FBgn0262527,558,505
FBgn0037731,0,0
FBgn0261108,84,92
FBgn0053783,0,0
FBgn0039152,2,2
RR48394_transposable_element,0,3
FBgn0053107,14,24
FBgn0051053,2,1
FBgn0015520,18,40
FBtr0309594_df_nrg,0,0
FBgn0039790,96,54
FBgn0039671,0,0
FBgn0028690,203,281
FBgn0037222,46,26
FBgn0286852,0,0
FBgn0037934,10,9
FBti0019323,0,0
FBgn0037897,160,162
FBgn0038373,6,3
FBgn0045761,112,75
FBgn0038739,31,42
FBgn0266565,0,0
FBgn0039727,218,175
FBgn0039537,110,158
FBgn0010044,0,4
FBgn0038465,798,688
FBgn0038126,0,0
FBgn0264838,0,0
FBti0062097,0,0
FBgn0038576,70,66
FBgn0038621,4,6
FBgn0040077,0,0
FBti0061077,0,0
FBgn0039744,0,0
FBgn0086056,0,0
FBgn0011919,0,0
FBgn0038586,33,34
FBgn0038602,0,0
FBgn0037519,0,0
FBti0063829,0,0
FBgn0038509,0,0
FBgn0039470,0,0
FBgn0038386,0,0
FBgn0004171,0,0
FBgn0042103,0,0
FBgn0051093,0,0
FBgn0267938,0,0
FBgn0262717,0,0
FBgn0026056,47,58
FBgn0038768,139,134
FBgn0082962,0,0
FBgn0085337,0,0
FBgn0037534,0,2
FBgn0045035,300,272
FBgn0028400,0,0
FBgn0062412,0,0
FBgn0038097,0,0
FBti0020388,0,0
FBgn0039466,240,252
FBgn0038850,0,0
FBgn0051463,0,0
FBgn0051343,0,0
FBgn0039406,422,446
FBgn0037715,22,32
FBgn0039024,19,13
FBgn0039684,0,0
FBgn0038214,0,0
FBgn0037592,48,46
FBgn0038363,9,16
FBgn0287588,0,0
FBgn0038421,6,6
FBgn0011960,0,0
FBti0019406,1,2
FBgn0004174,0,0
FBgn0046878,0,0
FBgn0038926,2,6
FBti0062142,0,0
FBgn0038012,0,0
FBti0059784,0,0
FBgn0051145,0,0
FBgn0039481,0,0
FBgn0028692,468,622
FBgn0037818,0,0
FBgn0013972,4,0
FBgn0039810,0,0
FBgn0051245,0,0
FBgn0264490,43,67
FBgn0038504,749,739
FBgn0038869,62,54
FBgn0037579,0,0
FBtr0304177_df_nrg,0,0
FBgn0267765,0,0
FBgn0086053,0,0
FBgn0043799,10,14
FBgn0037374,165,158
FBgn0267779,2,5
FBgn0267147,0,0
FBgn0027053,88,120
FBgn0046332,0,0
FBgn0039198,0,0
FBgn0266400,0,0
FBgn0038610,0,0
FBgn0263452,0,0
FBgn0001255,0,2
FBgn0038649,50,38
FBgn0267802,0,0
FBgn0000277,0,0
FBti0059755,0,0
FBgn0038405,0,0
FBti0019319,0,0
FBti0019332,0,0
FBgn0037846,0,14
FBgn0037364,49,85
FBgn0011224,144,124
FBgn0266917,133,138
FBgn0037921,4,2
FBgn0038820,0,0
FBgn0266246,0,0
FBgn0264706,0,0
FBgn0051164,0,0
FBgn0037396,0,0
FBgn0261838,0,0
FBgn0015576,30,22
FBgn0264836,0,0
FBgn0038395,4,8
FBgn0264987,7,12
FBgn0037481,32,24
FBgn0038244,326,346
FBgn0264787,0,2
FBgn0038440,0,0
FBgn0051496,0,0
FBgn0038311,6,4
FBgn0020280,0,0
FBgn0038147,0,0
FBgn0026239,8,2
FBgn0039370,0,0
FBgn0039004,80,88
FBgn0039260,139,134
FBgn0004575,0,1
FBgn0037475,0,0
FBgn0039194,0,0
FBtr0304231_df_nrg,0,0
FBgn0037911,18,34
FBgn0086355,448,777
FBgn0261262,0,1
FBgn0014861,196,267
FBgn0051533,0,0
FBgn0015396,124,205
FBgn0027950,48,64
FBgn0038136,0,0
FBgn0011725,111,83
FBti0019454,0,0
FBgn0267196,0,0
FBgn0286031,0,0
FBgn0266410,456,352
FBgn0264504,0,0
FBgn0013995,0,0
FBgn0266579,0,0
FBgn0037351,4893,6074
FBgn0038790,0,0
FBgn0086361,424,416
FBgn0037734,114,124
FBgn0038956,0,0
FBgn0082986,0,0
FBti0019471,0,0
FBgn0037551,80,86
FBti0062147,0,0
FBgn0011970,0,0
FBgn0266397,0,0
FBgn0266758,627,551
FBgn0039487,49,65
FBti0019443,0,0
FBgn0038163,0,0
FBgn0039654,99,152
FBti0062823,0,0
FBgn0265196,0,0
FBgn0003513,2,0
FBgn0263236,2,2
FBgn0037852,92,142
FBgn0263488,0,0
FBgn0036451,651,572
FBti0062641,0,0
FBti0020188,0,0
FBgn0036597,0,0
FBgn0035687,4,0
FBti0061285,0,0
FBgn0035921,0,0
FBgn0036211,97,94
FBgn0036090,34,32
FBgn0052357,0,0
FBgn0003378,0,0
FBti0020084,0,0
FBgn0036882,0,0
FBti0062640,0,0
FBgn0037120,74,86
FBgn0267636,0,0
FBgn0053489,0,0
FBgn0262896,0,0
FBgn0085294,0,0
FBgn0267581,0,0
FBtr0304432_df_nrg,0,0
FBti0059672,0,0
FBgn0042199,0,0
FBgn0024179,2,0
FBti0063913,0,0
FBgn0086078,0,0
FBgn0035510,2,0
FBti0063660,0,0
FBgn0036935,0,0
FBgn0266929,0,0
FBgn0037151,24,30
FBti0063161,0,0
FBgn0036242,0,0
FBti0061826,0,0
FBti0060432,0,0
FBgn0058298,0,0
FBgn0052160,0,0
FBgn0035949,0,1
FBgn0260469,0,0
FBti0062517,0,0
FBgn0025807,11,12
FBgn0001108,303,324
FBgn0263647,0,0
FBgn0035642,18,28
FBgn0265755,0,0
FBgn0028663,119,110
FBgn0052185,2,2
FBti0063940,2,2
RR41993_transposable_element,0,0
FBgn0036207,39,18
FBgn0052438,102,136
FBgn0052189,0,0
FBgn0046793,0,0
FBgn0036428,24,14
FBti0020224,0,3
FBgn0263035,0,0
FBgn0035142,3183,2773
FBgn0262027,0,0
FBti0063145,0,0
FBti0061310,0,0
FBgn0261631,0,0
FBgn0262787,0,0
FBgn0036004,258,256
FBgn0036031,0,0
FBgn0012010,0,0
FBti0063965,2,0
FBtr0304507_df_nrg,0,0
FBgn0036255,2,0
FBti0059954,0,0
FBgn0266778,0,0
FBgn0036266,10,8
FBgn0035708,218,174
FBgn0024806,187,188
FBgn0036327,0,0
FBgn0085482,2,2
FBgn0260442,629,651
FBgn0283503,72,130
FBgn0035934,0,0
FBgn0036170,0,0
FBgn0035756,1,1
FBgn0036990,21,37
FBgn0262679,0,4
FBgn0052330,0,0
FBti0062676,0,2
FBgn0036188,42,52
FBgn0036677,0,0
FBgn0286033,0,0
FBgn0086601,1,0
FBti0062498,0,0
FBgn0020300,0,0
FBgn0052370,0,0
FBgn0037082,32,36
FBgn0053514,2,0
FBgn0052452,24,28
RR48390_transposable_element,0,14
FBgn0053795,0,0
FBti0060166,0,0
FBti0062728,2,2
FBti0063359,0,0
FBgn0035279,0,0
FBgn0035139,2,0
FBgn0265883,0,0
FBgn0265718,0,0
FBgn0036868,0,0
FBgn0052274,0,0
FBti0020167,0,0
FBgn0004396,204,384
FBgn0040817,0,0
FBgn0027594,1189,781
FBgn0264566,0,0
FBgn0004574,440,474
FBgn0052224,0,0
FBgn0036856,0,0
FBti0060776,0,0
FBgn0053278,2,0
FBgn0042119,0,0
FBti0020163,0,0
FBti0020148,0,0
FBgn0029113,258,356
FBgn0002945,12,8
FBti0060213,0,0
FBgn0035287,8,4
FBgn0035868,10,10
FBti0063807,0,0
FBgn0011723,0,0
FBgn0036680,3,2
FBti0020216,0,0
FBgn0035398,0,0
FBgn0004552,0,0
FBgn0020412,214,250
FBgn0036977,0,0
FBgn0052240,0,0
FBgn0003415,369,334
FBgn0264698,0,0
FBgn0036101,32,18
FBti0059880,0,0
FBti0061274,0,0
FBgn0041194,0,0
FBgn0036334,134,160
FBti0063435,0,0
FBti0061376,0,0
FBgn0036040,1,2
FBgn0023479,613,243
FBgn0037070,1,0
FBgn0036531,0,0
FBgn0086254,187,176
FBti0060771,0,0
FBgn0085276,0,0
FBgn0037094,196,180
FBgn0053288,2,1
FBgn0085491,0,0
FBgn0036030,42,41
FBgn0266777,0,0
FBgn0036299,78,130
FBgn0037101,2,0
FBgn0035855,0,2
FBgn0267304,0,0
FBgn0035555,0,0
FBgn0037199,32,24
FBti0020113,0,0
FBgn0028418,0,0
FBgn0267480,0,0
FBgn0036066,0,0
FBti0061304,0,0
FBgn0035257,0,0
FBtr0304197_df_nrg,0,0
FBgn0267303,0,0
FBgn0265728,0,0
FBgn0267627,0,0
FBgn0053263,0,0
FBgn0035144,44,40
FBti0061558,0,0
FBgn0035924,0,0
FBgn0036850,28,16
FBgn0262732,237,238
FBtr0304175_df_nrg,0,0
FBgn0036235,0,0
FBgn0037117,26,22
FBgn0266594,0,0
FBti0060269,0,0
FBgn0265268,0,0
FBgn0263380,0,0
FBti0020280,0,0
FBgn0287187,10,18
FBgn0036104,82,99
FBgn0003997,20,14
FBgn0267552,0,0
FBgn0027587,151,143
FBgn0003741,12,18
FBgn0036956,0,0
FBgn0001253,0,0
FBgn0036666,187,218
FBti0060436,0,1
FBtr0304291_df_nrg,0,0
FBgn0263831,30,16
FBgn0261445,1003,843
FBgn0052195,8,8
FBti0020144,0,2
FBgn0259199,0,0
FBgn0026160,337,229
FBgn0265455,0,0
FBti0063191,0,0
FBgn0022702,32,59
FBti0060974,0,0
FBgn0036485,0,0
FBgn0263553,0,0
FBgn0003515,2,2
FBgn0035815,0,0
FBgn0263379,0,0
FBti0059845,0,0
FBgn0011693,0,0
FBgn0262417,0,0
FBti0020185,0,1
FBgn0267597,0,0
FBti0063876,0,0
FBti0060988,0,1
FBgn0267245,0,0
FBgn0036992,0,2
FBgn0036446,64,74
FBti0060673,0,0
FBti0020223,0,0
FBgn0037102,42,32
FBgn0260635,1147,1310
FBgn0262189,0,0
FBgn0011205,52,39
FBgn0035533,505,521
FBti0061367,0,0
FBgn0001233,5359,6801
FBgn0040321,250,236
FBgn0003410,93,132
FBgn0036689,22,14
FBti0062157,0,0
FBgn0035853,64,73
FBgn0011509,66,84
FBgn0035251,166,179
FBtr0304469_df_nrg,0,0
FBti0060944,0,0
FBgn0035268,97,120
FBgn0035505,0,0
FBgn0286739,0,0
FBgn0283479,0,2
FBgn0052112,18,13
FBgn0083120,4,0
FBti0020023,0,0
FBgn0047205,99,59
FBti0062567,0,0
FBgn0265703,0,0
FBti0064024,0,0
FBgn0266653,0,0
FBgn0036447,0,0
FBgn0286730,0,0
FBgn0036834,0,2
FBgn0036621,217,184
FBgn0010350,80,94
FBgn0036842,122,164
FBgn0035431,0,0
FBgn0260776,0,0
FBgn0036725,0,0
FBgn0036263,51,60
FBgn0036601,0,0
FBgn0267983,2,2
FBgn0010830,73,48
FBgn0035455,0,0
FBti0060701,0,0
FBgn0002284,194,268
FBgn0016034,56,74
FBti0020219,0,0
FBgn0035519,78,93
FBgn0262401,0,0
FBgn0036924,0,0
FBgn0052407,30,8
FBgn0035371,246,320
FBgn0036810,0,0
FBgn0035971,0,0
FBti0060401,0,0
FBti0061869,0,0
FBti0059769,0,0
FBgn0053710,0,0
FBgn0036577,0,2
FBgn0287591,0,0
FBgn0265447,0,0
FBgn0035587,2,0
FBti0060292,0,1
FBgn0052200,0,0
FBgn0052412,144,126
FBti0063344,0,0
FBti0020027,0,0
FBgn0037116,62,66
FBgn0035848,43,49
FBti0020124,0,0
FBgn0035421,42,47
FBgn0005198,134,137
FBgn0085481,0,0
FBgn0266677,0,0
FBti0059931,0,0
FBgn0260481,6,2
RR48380_transposable_element,0,2
FBti0020236,0,0
FBti0060470,0,0
FBgn0036493,22,8
FBgn0036742,0,0
FBgn0036395,12,10
FBgn0036439,0,0
FBgn0004465,106,118
FBgn0035295,28,67
FBgn0264467,0,0
FBgn0036556,102,106
FBti0060807,0,0
FBti0060823,1,0
FBgn0036942,2,4
FBgn0037188,8,10
FBti0063911,0,0
FBgn0036480,72,106
FBgn0085280,0,0
FBgn0035308,2,4
FBgn0037177,0,0
FBgn0035539,0,2
FBgn0002564,2,8
FBti0020130,0,0
FBti0059848,0,0
FBgn0267311,0,0
FBgn0267714,0,0
FBgn0036827,32,18
FBti0060446,0,0
FBgn0041100,2,2
FBgn0063667,0,2
FBgn0265913,0,0
FBgn0263001,0,0
FBgn0052288,0,0
FBti0062674,9,10
FBgn0264703,4,4
FBgn0036038,88,92
FBti0060385,1,1
FBgn0267452,0,1
FBti0063700,0,0
FBgn0028567,0,0
FBgn0035917,0,0
RR48402_transposable_element,2,0
FBgn0037143,0,0
FBgn0267309,0,0
FBgn0264554,0,0
FBgn0261381,0,0
FBgn0036617,0,0
FBgn0036337,79,92
FBgn0267456,0,0
FBti0020061,5,6
FBgn0052319,2,0
FBgn0086072,0,0
FBgn0036928,112,156
FBgn0053647,0,0
FBgn0035873,0,0
FBgn0052418,30,42
FBgn0036837,10,8
FBti0059930,0,0
FBti0063875,1,1
FBgn0036545,26,52
FBgn0010387,0,0
FBgn0035207,394,486
FBti0062005,0,0
FBgn0037124,0,0
FBgn0035477,10,30
FBgn0266680,0,0
FBgn0035805,26,32
FBgn0262030,0,0
FBgn0035429,0,0
FBgn0000565,82,143
FBgn0015793,12,19
FBtr0309724_df_nrg,0,0
FBgn0035619,0,0
FBgn0036442,0,0
FBti0059924,0,0
FBti0063903,0,0
FBgn0004619,0,0
FBti0060437,0,0
FBgn0052152,0,0
FBgn0035331,0,0
FBgn0036230,0,0
FBgn0035674,33,36
FBgn0267919,0,0
FBgn0083068,2,1
FBgn0035228,292,270
FBti0020107,0,0
FBgn0036816,462,495
FBgn0262842,0,0
FBgn0083987,0,1
FBgn0285958,0,0
FBgn0036410,4,4
FBgn0035763,188,188
FBti0060732,0,0
FBgn0262396,0,0
FBgn0267483,0,0
FBti0063915,0,0
FBgn0260985,134,154
FBti0062672,0,4
FBti0020286,0,0
FBgn0035409,2,0
FBgn0267306,0,0
FBgn0264514,0,0
FBgn0004379,86,93
FBgn0035356,14,12
FBgn0052446,22,30
FBgn0266689,0,0
FBgn0265448,0,0
FBgn0014037,757,780
FBgn0267717,0,0
RR48389_transposable_element,0,2
FBgn0035878,179,216
FBgn0035588,28,44
FBgn0287592,0,0
FBti0062689,0,0
FBgn0027549,156,168
FBgn0036046,0,0
FBgn0267598,0,0
FBgn0052220,0,0
FBti0062031,0,0
FBgn0265296,2,1
FBgn0085295,0,0
FBgn0263345,0,0
FBgn0054039,8,2
FBgn0267668,4,9
FBgn0035867,102,112
FBgn0052425,124,147
FBti0020126,0,0
FBgn0035110,41,47
FBti0020265,0,0
FBgn0036057,0,0
FBgn0040843,0,0
FBti0061961,0,0
FBgn0036474,0,0
FBgn0036594,0,0
FBgn0027364,0,0
FBgn0029094,74,106
FBgn0035544,0,0
FBgn0004426,0,0
FBgn0265893,0,0
FBti0020086,2,4
FBgn0035875,0,0
FBgn0036454,104,68
FBgn0035260,0,2
FBgn0266678,0,0
FBgn0053290,0,0
FBgn0037139,0,0
FBti0063924,0,0
FBgn0000100,3644,3855
FBgn0035780,0,0
FBgn0036443,0,0
FBti0060167,0,0
FBgn0001256,2,1
FBgn0035267,3,12
RR50423_transposable_element,0,0
FBgn0035264,4,2
FBgn0052374,0,0
FBgn0037042,0,0
FBgn0040699,0,0
FBti0061223,0,0
FBgn0011855,0,0
FBgn0035124,0,0
FBti0061550,0,0
FBgn0004592,0,0
FBgn0264488,0,0
FBti0061861,2,0
FBgn0260857,32,44
FBgn0024187,143,119
FBgn0266990,0,0
FBgn0036678,2,0
FBgn0037012,12,20
FBgn0037172,0,0
FBgn0287594,0,0
FBti0020015,0,0
FBti0060611,0,0
FBgn0262437,0,0
FBgn0036290,111,174
FBgn0036952,0,0
FBti0020206,0,0
FBgn0053703,0,0
FBgn0052324,0,0
FBgn0011762,22,26
FBgn0053160,0,2
FBgn0036723,5,4
FBgn0086070,0,0
FBgn0035889,0,0
FBti0059902,0,0
FBti0059944,0,0
FBgn0035483,16,24
FBgn0036369,38,28
FBgn0036575,2,0
FBgn0029118,44,110
FBgn0041160,0,2
FBti0061979,0,0
FBgn0037050,20,20
FBgn0267477,0,0
FBgn0265721,0,0
FBgn0035203,96,134
FBti0063955,2,2
FBti0063680,0,0
